V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,FREQUENCY
25.60289011,0.12066796,61.4389977,0.85685253,683.2739096,1839.937243,10280.48302,4080.046434,44.90808436,2.268753699,45.70582042,0.323249272,0.841828724,29.78232751,11.51931125,3.166495838,0.773784822,-0.623210983,10.18674991,0.251977811,-0.357721023,436.4457977,21.74964735,14.16130671,14.17623678,6186.60789,9.534258762,-1.01841896,40.56622945,1.923351942,4.276587936,1
17.86617537,-0.129052246,34.75220436,-0.71324028,733.7197755,1231.586127,17351.36617,20556.83096,28.0760051,-1.611786494,60.24906485,1.267689743,-0.455776256,21.08908976,0.911848852,7.260131374,3.401572984,0.145631812,2.193361345,0.09219927,-0.146528221,789.8308416,12.85269733,8.957432547,7.510083777,2864.903743,8.267382642,0.238959708,37.36678057,2.810707062,3.902035764,1
57.12340992,-0.930816635,38.15663686,68.21929996,472.6375969,2773.379304,22380.0021,26481.20347,18.9485052,1.510461792,15.30447811,5.865951728,0.344722444,72.98851581,-0.538383094,0.823204172,6.86062679,1.173938939,0.158466946,1.298810345,-0.622552205,996.587585,36.64791025,16.38337986,7.720641864,6301.710855,20.02433168,2.672117459,70.30589394,4.431473407,18.9636902,1
16.8603821,0.212279232,60.88907476,11.66435154,751.2787868,1587.875265,14812.54477,5425.26466,26.04417487,-0.296492068,2.222682607,72.08794872,-1.491235893,-0.173409233,0.955410601,7.210183319,-0.40737525,0.802157506,5.404075513,1.219745594,10.99152642,851.0335931,16.51169546,9.75966429,11.18066476,6272.186604,20.30044693,-0.168431175,70.6684286,0.030066096,3.757386407,1
8.080322025,-0.765529485,71.73016224,-1.611633336,630.9656167,1368.831048,30616.79907,7992.076764,13.62196399,0.249964021,9.295860881,16.21918547,-1.902916018,44.10197018,7.692407045,12.158794,2.127088565,-1.708428366,7.161125878,1.22877622,0.123337078,839.7927279,24.46597787,17.00162988,9.264649713,6300.050941,20.6606618,-0.554020586,51.20209361,-2.071975994,-0.178084039,1
38.9307053,-0.643919536,12.51677736,-1.67919185,508.2958711,1132.003089,10871.02098,15258.33374,44.64832488,-0.71550515,35.07098019,22.84996143,0.073523002,9.77874791,1.811470499,15.5504517,0.5069013,-0.11106751,12.14464225,-0.418699145,3.277156799,713.2421754,13.209371,9.332027997,7.896904134,5302.024791,19.59655104,2.42185855,76.41865187,1.909850107,3.848162452,1
5.777690352,0.57573653,45.53329104,0.307792158,565.6267367,1273.734783,33676.3154,15968.45792,53.93164205,0.243693991,3.932727255,1.289943451,0.544263114,2.549602144,66.61356429,2.094948584,1.436268812,5.057193852,17.62717923,0.398201499,3.151470544,635.0025007,14.92140932,10.08024742,10.15829996,5483.714074,18.95514291,0.08135118,64.12360011,-0.035967369,3.757069154,1
57.62245968,-1.707600241,41.28052866,98.44050982,533.345626,4202.020102,12867.59721,28517.06935,9.642163218,0.250962098,54.67275755,5.408531453,1.270234436,35.49627647,7.329642224,1.489636152,-0.571446149,1.243091035,-0.02410671,-1.978218006,2.688640969,919.4762057,42.26907378,20.14668909,6.662990707,5454.269136,20.32790892,1.221959349,69.87492907,1.200840348,7.856031551,1
19.41642846,-0.457975803,54.68882848,1.743787842,407.6080567,1152.748971,5701.299136,4698.775454,252.2746312,1.716836032,35.59012164,0.3260951,0.577936489,16.48170967,20.44462654,4.548866714,1.924015811,-0.350395105,13.09176566,-1.125939846,8.859648311,236.0398169,22.49994223,12.46159888,14.50427542,7563.583052,21.78180884,3.720860912,79.5409325,2.391767898,11.16865113,1
54.41817106,8.189660017,2.45090807,0.426384734,559.9048992,2463.528998,11403.33323,14847.69279,31.52118618,0.454745939,54.79231777,5.994080044,0.871962974,12.51036175,-1.818087682,4.297015467,8.549247702,0.562518298,13.44959873,1.35045983,0.36912428,418.9690867,15.27729118,11.34310136,12.5234716,6412.937831,29.60486455,2.325968847,80.18510766,4.63590011,25.23400291,1
60.83269152,-1.118010829,1.102188761,8.019095456,423.4942867,2330.899858,12663.63551,5802.004568,46.24037196,-1.273961308,4.62501067,0.567027542,1.424044013,40.70199438,34.03590554,17.68352991,0.833979605,0.465347608,0.745087014,-1.272790521,0.138992984,488.9504007,14.78841493,8.685287919,11.80057308,6513.560353,28.47278835,4.227478532,81.37558454,2.96955725,10.47552587,1
23.1396114,0.630608686,44.75904395,46.72292507,860.7787537,2329.330929,26768.2489,17549.66162,19.08783743,1.105533409,11.68249514,1.124980761,-0.811665453,20.14942432,11.90747726,51.00086615,-1.004159535,-0.537429393,4.798359012,-1.049438913,-0.098247026,952.9370204,29.61527527,17.65161819,6.862793937,6941.311263,19.11282751,1.07891789,76.16867998,3.494910668,2.88759796,1
22.98213125,-0.539379723,10.20846255,0.729875278,482.7130113,4447.228781,36367.44269,7184.206173,28.010482,2.354590859,21.72248419,7.060915825,-0.72674307,58.71727531,1.358704347,2.899473157,4.864683953,0.033479453,1.284464393,0.087592251,0.867101975,629.1409666,15.89907267,11.20106055,10.15048968,6720.630725,19.79767392,1.945931553,79.15796257,4.555324824,5.754048393,1
22.53530202,2.11203811,56.6502703,11.17953973,396.1870526,1637.868402,12154.20862,6003.399693,49.54935732,0.370507662,30.35038018,-0.354689396,0.574289756,22.76266878,12.22590457,11.22895182,-1.243431248,0.048573179,23.30904564,0.997669428,1.005087426,471.1815121,22.74283433,10.64942335,11.14246069,7546.590231,20.08772108,0.418254926,77.29851952,0.429877016,9.648605953,1
24.88019178,0.29559055,69.33205248,0.227430221,1051.506921,2163.07735,13799.79264,9226.982722,31.94817413,0.340142591,24.81077814,1.623220808,-0.717690827,7.685705198,36.07999324,3.782257297,0.565948641,0.150498591,21.6589779,0.664805922,4.047584,739.5921021,25.80192563,13.25690928,10.54974767,7295.925637,18.07521809,1.255538768,77.66402075,0.098015322,6.948418192,1
45.1656482,0.353680583,34.46391505,22.83408724,501.3611923,1753.183549,6945.843329,3064.531783,14.33609841,1.404839425,4.67880223,0.20175955,2.626696677,3.89211211,70.38714089,0.666391092,2.265717767,13.05371232,4.460402511,-0.345924662,-0.67757419,1069.14973,23.38456596,15.1149131,6.097220652,7107.656953,20.21041081,1.533455507,70.28262555,0.6319163,6.971948084,1
19.95447495,-0.998680466,36.13638814,20.85142701,416.27443,1079.015248,22759.96441,1483.601714,19.89205448,0.1625951,59.51334291,3.553707595,0.461406263,-1.171279492,12.93840556,-0.536355725,8.661633208,2.532298201,12.3079075,-0.177631552,0.356747969,754.869455,16.46447045,11.98044202,9.364841365,7029.799223,20.1292147,0.627557607,76.86650347,0.933566398,7.226517338,1
39.81622816,-1.600843704,35.03659031,0.66771501,548.8403845,1089.308074,41990.44093,15288.60809,21.35693608,0.000168266,53.42368762,0.723681444,-1.573164396,43.12250635,2.194650628,0.646594311,-0.745311247,0.248427196,-1.285331347,-0.97245824,4.899201121,774.1335856,23.59710017,15.39336016,8.204166813,7094.976364,20.73530763,2.124514238,68.69384135,1.497095623,5.616011324,1
54.13281267,0.620957939,7.346995814,-0.468623772,659.8619395,1859.034324,18338.48975,12566.17104,33.09886609,0.729744768,31.86034648,-0.698474659,1.158254587,57.34844914,2.010777456,1.35762034,2.210087188,0.003867542,-0.281168479,0.605542484,5.585475419,629.4666777,12.38059186,5.206209935,8.933679729,1680.337806,11.54679896,1.037079416,37.48234322,0.428028547,0.319344099,1
23.37904245,-0.302893868,43.8031063,48.42356398,861.1304374,2329.827809,26768.89084,17551.24414,18.23084806,2.570921524,11.6232709,-0.916671013,-0.046166976,20.04310248,10.22124677,52.00503835,1.193255416,-0.663322492,4.956788404,0.699078739,-0.202897876,950.2764465,29.10944292,15.3455156,6.789017051,2234.808472,9.895193634,1.462003629,77.10618288,2.106850301,3.917757633,2
27.7080186,1.019189693,31.7457407,10.10913343,537.0660517,2583.764473,30413.54225,5589.506902,19.44208177,0.258443526,27.8107604,2.094647588,1.175293094,66.71554202,-0.832744337,2.125542011,2.1373205,0.253359916,0.273078883,0.232276121,-0.070323631,721.6689405,26.85761233,16.34823199,7.943677097,2086.876817,10.58186805,2.731190702,67.99415146,2.681238499,11.55642723,1
20.59200818,0.186428238,69.76878568,4.113626075,532.9184753,1443.764406,16528.21175,7728.76547,27.44552755,-1.921022362,18.27175489,-0.398639708,0.47462405,6.33448741,3.010075193,40.92039741,0.309411774,2.671886392,30.20831138,0.518934303,2.108464572,751.2399456,22.60389136,12.43516285,11.81670185,1527.220814,20.95893473,-0.390802836,42.47803786,-0.958778143,-0.78685144,1
39.71097028,0.330155814,0.131837085,1.135570998,282.0510299,850.7705943,14808.54191,12859.53923,63.32284948,1.653461145,50.71718957,17.68497869,5.561204595,-0.499362518,-1.138715831,11.9212072,5.846740498,1.520306873,3.594946602,-0.538489528,-0.286713747,479.2533411,11.6868179,8.185053023,9.019683131,1503.211867,10.33471764,3.547423475,77.07406888,2.596724726,13.11011615,1
35.00109704,-0.566986939,26.10827964,-0.057235322,481.5062569,1342.564421,13050.10134,19031.56496,34.26717347,-0.856272656,40.55116078,6.17080714,2.468695501,17.66160513,7.957251394,8.376144669,6.398257259,0.735368383,4.182646259,-1.560758528,5.754238071,722.6099453,11.41285824,12.12818055,7.984939057,1713.381668,9.954607378,0.770692351,75.50155178,-0.095743677,5.421120647,1
72.23116304,-0.574567796,0.032992291,-0.707002982,585.1690689,3157.833016,4710.129504,12851.0758,57.2014188,1.702154371,25.47085276,0.782489067,1.580077485,40.83638681,3.278960611,7.264406295,1.169456688,0.046468084,17.20750688,0.575446609,-0.841600421,141.546095,11.34354635,7.687281198,14.1139392,3559.464553,30.29015811,6.132809105,70.21257351,1.989993527,2.293979423,1
49.75407992,-0.190724508,47.00890782,93.89678227,618.7087457,3332.502772,5813.482003,18811.64325,9.782298346,0.46669601,5.917957723,7.075518277,-0.503485701,21.20930224,18.69162493,18.18652553,24.37433618,0.084923577,2.912025089,0.298543055,2.048705286,674.3912822,41.42269261,18.87587402,11.01405957,3961.833619,20.42944982,3.547168184,68.32251491,0.707421105,5.787677997,1
44.26208318,2.263097659,35.97027745,-1.151835381,844.8879672,1689.427823,10227.25607,3479.960242,75.41568107,6.6380025,7.254615664,13.52082128,-0.358907467,28.75919016,14.25505994,27.99661083,4.767766526,-0.206161424,-2.112561174,2.047896857,4.278469952,812.5793824,29.12092532,17.49619888,11.08048652,4261.246087,19.27426211,1.91634643,46.04084174,-0.014479475,2.686871334,1
59.53752848,-0.179532819,39.4103504,67.80391877,473.4241063,2772.685234,22379.13367,26481.76821,19.16147585,-0.277334377,15.70755779,0.479313887,-1.083963582,71.00907685,0.209483939,-0.713405407,6.14059832,-2.202576951,0.85286331,0.747773624,-0.204350056,998.3124101,36.89809051,17.35194669,9.415685653,3868.862395,21.39497582,1.368262214,58.75029227,0.299444119,2.688460942,1
26.2166707,0.242943085,-0.247681398,0.118953783,325.6288286,1154.442122,4803.611488,16524.59245,59.87160794,-0.911001274,20.32728178,-0.616579048,-0.089342436,-0.096559565,3.229963361,33.77041942,0.814178088,15.08927215,23.47349619,0.262603659,-0.658005998,678.9513168,5.211673356,8.653834396,16.56908391,5402.903706,29.70760627,1.088904398,72.1839969,2.810910983,6.857908583,1
53.62182195,1.941555837,19.10466137,4.737221394,412.7808983,1946.22891,14303.19321,23040.18739,43.58254427,1.902786682,68.76612604,3.068589056,-3.33972164,13.00868452,-0.953479852,5.452230258,11.08158464,0.446560289,1.260819406,-2.312171892,-0.868388132,194.3638431,24.46887946,16.07714571,16.37189867,4157.912263,29.47543503,3.513898341,81.65477683,4.216771279,44.670277,1
32.50274712,0.895786519,10.30699544,-1.62308886,537.4264443,2717.71063,29433.11058,15743.24745,32.61005901,1.869328785,60.08543876,6.139740349,0.411574552,0.088574863,2.263109632,14.07339792,11.45211799,-1.347898892,1.285473383,-0.816708278,-1.240627247,569.4602513,6.936209836,5.23847003,12.3250178,4702.118265,19.14568481,3.656993507,78.61837672,1.491095333,8.473874421,1
28.12640974,-0.766141233,32.00222229,10.05254853,538.3289599,2581.314056,30413.83415,5588.290083,20.31822376,0.238048546,28.91060965,3.542809397,1.250139514,66.25119102,-0.046964154,0.868264635,1.613337693,-0.972902065,2.359547201,-1.433651923,0.83779615,723.6673622,27.29678592,15.89687293,12.66375854,4521.000234,20.69461624,1.109887511,73.5974114,-0.152264656,6.141478081,2
61.61717823,-0.201109551,10.62169864,64.42906678,877.7643856,1835.856106,10434.54364,17887.18711,51.20129141,-0.102553703,12.46169904,1.739080838,-0.075352241,0.099816229,2.465312045,32.93703837,-0.364210548,0.401883121,42.49520583,1.591014529,7.199452221,646.8661642,25.00466872,14.70920716,15.85295832,5343.767905,20.4924387,2.677806401,82.25133239,3.172558238,13.4698973,1
17.61189082,-0.312581251,59.07438444,18.20240677,680.9792576,3942.103418,11401.11999,6043.779716,24.89167925,1.886542998,17.79138061,2.136111293,0.769750148,48.44646449,16.51910187,0.036613003,2.106527023,3.423478918,12.72654426,2.106621435,1.301882027,512.2110547,35.10244338,21.19898074,13.96113769,4854.738281,21.81645502,2.661891799,75.78972125,1.823950056,8.300088352,1
39.81301302,1.919096908,33.284069,33.96282211,704.5385217,2220.174413,17102.38055,1856.149942,24.27493842,0.315101188,42.43629065,0.22805028,2.907798389,4.275829984,12.67492571,5.808334543,2.124424638,0.532279816,27.97201162,-1.727576313,-0.304156372,611.4023844,27.92807076,25.43554863,17.2352008,5371.782134,21.90989852,0.736319802,78.51342403,1.573138008,10.32625685,1
45.46242532,-0.543745825,13.19288344,0.01791502,433.3994122,1458.018939,7880.623483,2222.005545,24.51498519,4.229780977,2.998606189,-1.442424597,0.507594093,7.280961169,60.41246865,0.620451219,2.976286187,9.413611818,11.42073069,0.463892482,4.844421758,576.3769243,25.46817811,21.75029417,14.60315689,5162.213713,20.62688177,1.753879292,76.27653089,0.563747361,9.207289427,1
38.31401546,-0.695737191,19.13325729,0.201748472,441.7713378,2125.89462,3964.807903,3954.407062,23.6228921,4.092592234,9.945039603,0.703565216,-0.109715303,5.838005524,71.79988171,-1.270093905,0.318916079,-0.167983199,8.060899623,-0.117919958,2.051868277,832.9559847,18.82819696,17.20562777,10.6634129,4957.345308,20.94244049,2.91431151,71.32511635,0.075760193,3.654896281,1
37.68075732,-0.226592077,22.66742784,0.620841933,401.8749031,1515.348204,18010.26773,5380.521938,27.48947997,1.185941348,38.68596129,10.6565369,0.787580019,7.957702936,6.469496982,14.25880238,12.91412614,1.318036242,6.578058764,-0.768720345,5.171369142,803.3099348,13.47255967,12.43948334,12.35737358,5399.373985,19.75515254,0.730198122,75.3214015,1.796766566,6.956500803,1
42.29923908,-0.157569068,20.26362405,1.36973687,380.8328719,2175.045077,9670.350493,3705.342744,12.18305769,0.815968954,9.727605889,6.743020636,0.184553343,0.221966927,20.74281135,5.755482332,3.616065793,10.92202641,31.73932789,0.896338981,14.41866571,945.0890184,11.11709644,9.522471793,12.75484846,5220.410604,20.43966296,1.452001644,72.68595812,1.231356921,7.8779253,1
44.96278542,-1.49753866,36.0802542,24.53211292,503.0782558,1748.359796,6945.978898,3064.939014,13.87655946,-0.561020007,1.75161417,1.758272246,-1.263164122,4.088952251,70.11628606,2.19200189,2.034366409,15.0853503,5.659440689,-0.972806165,1.726887994,1070.527308,24.08278591,14.27099009,11.50721362,4998.460986,21.27440479,1.952001353,67.33264074,-0.32531307,4.380311863,2
